normalised,notnormalised
11.129953186035156,9.934125679016113
4.3895001831054685,11.251841430664063
6.8940171623229975,5.50723243713379
7.356816604614258,11.142978897094725
2.396141262054443,3.4513440628051764
0.8821488761901854,2.166286212921143
5.93862742614746,6.856556343078613
6.433470840454102,11.275588897705079
1.3810635681152343,4.19814192199707
2.4259329948425292,3.899927978515626
6.593329639434816,8.299882068634034
7.888528137207032,9.715644012451172
18.587975563049312,16.739845691680905
5.222202651977538,12.181289428710938
22.91061254119873,19.259735042572018
22.637089862823487,14.363545982360844
9.12351466369629,9.053863265991211
8.54578887939453,4.990276611328125
3.6346688079833984,6.3930323028564455
0.9995277099609375,4.208504745483399
2.504073947906494,2.8945466880798336
0.8580194091796873,2.019568702697754
3.1511988296508786,5.435081062316894
1.8555057580246919,1.994082291358025
4.7119010620117185,8.412680191040039
3.310270675,6.9152013000000006
12.313251144409179,10.963714706420898
4.134187484741211,9.196587432861326
0.6835162666666666,5.067884938271605
0.8851580444444443,2.7738460049382714
1.4610437622070314,2.349845424652099
4.486584674835205,7.330832748413085
4.581829776763916,5.809595073699952
0.6607329444885253,1.6836257438659668
4.7388003692626945,10.903091766357424
3.5917280273437497,3.818541618347168
19.33475981140137,15.769498138427732
5.429076248168945,7.8183718872070305
3.5626754837036136,4.872120365142822
1.4939616394042967,4.781464340209961
6.057478561401368,5.0835270347595225
10.343399726867675,11.640879360198976
11.588359024047854,9.264156257629395
2.094004920959472,3.2618341331481933
2.9184481506347657,4.843807262420653
10.571442138671877,12.113264404296874
6.291028915405272,14.49154751586914
4.344655979156494,4.793616710662841
7.25900178527832,8.654988174438476
18.84405989074707,19.83489530181885
3.926339462280273,4.821735401153565
3.767843368530273,9.999919815063478
5.256433822631836,6.0709479064941405
5.672256744384765,10.693372329711913
5.8815445098876955,7.280940521240234
4.766056690216063,11.38583936691284
9.186496032714844,12.174910354614259
7.913473594665526,9.697533981323241
12.940952560424805,13.560232131958006
7.706218189239502,5.085932678222656
